Dist_Name,Year,State_Name,RICE_AREA_(1000_ha),RICE_PRODUCTION_(1000_tons),RICE_YIELD_(Kg_per_ha),WHEAT_AREA_(1000_ha),WHEAT_PRODUCTION_(1000_tons),WHEAT_YIELD_(Kg_per_ha),OILSEEDS_AREA_(1000_ha),OILSEEDS_PRODUCTION_(1000_tons),OILSEEDS_YIELD_(Kg_per_ha),MAIZE_AREA_(1000_ha),MAIZE_PRODUCTION_(1000_tons),MAIZE_YIELD_(Kg_per_ha),COTTON_AREA_(1000_ha),COTTON_PRODUCTION_(1000_tons),COTTON_YIELD_(Kg_per_ha),GROUNDNUT_AREA_(1000_ha),GROUNDNUT_PRODUCTION_(1000_tons),GROUNDNUT_YIELD_(Kg_per_ha),SUNFLOWER_AREA_(1000_ha),SUNFLOWER_PRODUCTION_(1000_tons),SUNFLOWER_YIELD_(Kg_per_ha),SUGARCANE_AREA_(1000_ha),SUGARCANE_PRODUCTION_(1000_tons),SUGARCANE_YIELD_(Kg_per_ha),PEARL_MILLET_AREA_(1000_ha),PEARL_MILLET_PRODUCTION_(1000_tons),PEARL_MILLET_YIELD_(Kg_per_ha),FINGER_MILLET_AREA_(1000_ha),FINGER_MILLET_PRODUCTION_(1000_tons),FINGER_MILLET_YIELD_(Kg_per_ha),SOYABEAN_AREA_(1000_ha),SOYABEAN_PRODUCTION_(1000_tons),SOYABEAN_YIELD_(Kg_per_ha),KHARIF_SORGHUM_AREA_(1000_ha),KHARIF_SORGHUM_PRODUCTION_(1000_tons),KHARIF_SORGHUM_YIELD_(Kg_per_ha),RABI_SORGHUM_AREA_(1000_ha),RABI_SORGHUM_PRODUCTION_(1000_tons),RABI_SORGHUM_YIELD_(Kg_per_ha)
Aurangabad,1983,Maharashtra,8.5,7.0,823.53,109.4,102.7,938.76,185.0,104.0,562.16,6.0,11.8,1966.67,168.0,10.6,63.1,31.7,24.5,772.87,1.9,1.0,526.32,16.9,142.2,8414.2,218.7,117.5,537.27,0.0,0.0,0.0,0.0,0.0,0.0,126.8,153.1,1207.41,406.6,161.6,397.44
Aurangabad,1984,Maharashtra,8.1,4.5,555.56,83.0,50.4,607.23,186.5,85.5,458.45,7.3,12.5,1712.33,168.6,24.9,147.69,26.7,13.6,509.36,7.3,2.9,397.26,19.2,192.8,10041.67,211.4,56.0,264.9,0.0,0.0,0.0,0.0,0.0,0.0,130.7,90.9,695.49,429.9,122.3,284.48
Aurangabad,1985,Maharashtra,6.5,3.2,492.31,61.4,34.4,560.26,235.2,80.0,340.14,6.8,9.6,1411.76,180.5,27.4,151.8,22.4,4.4,196.43,15.5,9.3,600.0,14.8,140.7,9506.76,216.7,69.7,321.64,0.0,0.0,0.0,0.0,0.0,0.0,124.8,75.1,601.76,440.5,131.9,299.43
Aurangabad,1986,Maharashtra,6.0,2.0,333.33,41.0,29.0,707.32,193.4,68.7,355.22,7.0,3.0,428.57,176.0,12.0,68.18,21.0,6.0,285.71,13.8,8.4,608.7,10.7,95.3,8906.54,225.0,75.0,333.33,0.0,0.0,0.0,0.0,0.0,0.0,138.2,138.9,1005.07,368.8,93.3,252.98
Aurangabad,1987,Maharashtra,5.0,2.0,400.0,54.0,48.0,888.89,225.7,102.1,452.37,10.0,4.0,400.0,169.0,23.0,136.09,20.0,11.0,550.0,19.4,7.4,381.44,16.3,154.9,9503.07,238.0,149.0,626.05,0.0,0.0,0.0,0.0,0.0,0.0,142.6,165.5,1160.59,396.9,259.2,653.06
Aurangabad,1988,Maharashtra,5.5,3.3,600.0,72.5,84.5,1165.52,240.5,98.8,410.81,13.7,6.6,481.75,163.6,19.6,119.8,17.3,20.2,1167.63,25.6,11.5,449.22,21.9,197.4,9013.7,271.5,113.0,416.21,0.0,0.0,0.0,0.0,0.0,0.0,111.9,78.7,703.31,387.0,217.2,561.24
Aurangabad,1989,Maharashtra,5.2,4.3,826.92,76.8,75.4,981.77,232.6,123.3,530.09,13.5,10.4,770.37,184.0,27.2,147.83,24.7,20.0,809.72,0.0,0.0,0.0,35.6,325.0,9129.21,273.0,164.8,603.66,0.0,0.0,0.0,0.0,0.0,0.0,119.6,165.7,1385.45,403.3,297.1,736.67
Aurangabad,1990,Maharashtra,4.5,3.2,711.11,78.5,73.2,932.48,249.8,114.6,458.77,13.1,10.4,793.89,191.7,27.44,143.14,29.0,26.9,927.59,26.9,17.8,661.71,40.0,343.42,8585.5,271.3,168.5,621.08,0.0,0.0,0.0,0.0,0.0,0.0,128.6,143.8,1118.2,379.0,256.2,675.99
Aurangabad,1991,Maharashtra,4.7,1.5,319.15,58.6,45.0,767.92,130.6,37.8,289.43,16.1,17.1,1062.11,194.7,13.98,71.8,27.5,10.6,385.45,18.6,6.3,338.71,40.4,257.67,6377.97,264.0,107.1,405.68,0.0,0.0,0.0,0.3,0.2,666.67,116.3,78.4,674.12,196.9,85.5,434.23
Aurangabad,1992,Maharashtra,3.6,2.5,694.44,64.3,82.1,1276.83,192.0,92.2,480.21,67.0,128.4,1916.42,166.5,21.42,128.65,23.9,18.0,753.14,41.5,22.2,534.94,38.0,242.34,6377.37,261.2,246.6,944.1,0.0,0.0,0.0,1.6,1.6,1000.0,116.9,190.4,1628.74,322.3,233.2,723.55
Aurangabad,1993,Maharashtra,3.8,2.8,736.84,70.0,94.1,1344.29,205.2,114.7,558.97,71.5,129.9,1816.78,168.6,24.45,145.02,26.1,17.7,678.16,52.2,32.9,630.27,29.6,222.34,7511.49,259.0,260.4,1005.41,0.0,0.0,0.0,6.5,8.7,1338.46,106.1,148.1,1395.85,394.5,272.4,690.49
Aurangabad,1994,Maharashtra,4.5,3.2,711.11,68.6,83.9,1223.03,193.2,106.6,551.76,85.1,140.3,1648.65,209.8,33.33,158.87,22.9,13.8,602.62,50.1,27.3,544.91,54.5,439.1,8056.88,252.4,152.1,602.61,0.0,0.0,0.0,11.8,11.5,974.58,85.2,107.8,1265.26,390.1,246.3,631.38
Aurangabad,1995,Maharashtra,3.1,1.3,419.35,42.7,47.9,1121.78,163.7,94.5,577.28,61.5,97.7,1588.62,256.9,31.48,122.54,16.4,10.3,628.05,34.7,23.7,683.0,54.1,368.71,6815.34,247.6,156.9,633.68,0.2,0.3,1500.0,9.3,14.0,1505.38,81.4,87.0,1068.8,368.8,219.9,596.26
Aurangabad,1996,Maharashtra,3.6,2.7,750.0,51.6,68.0,1317.83,168.3,99.1,588.83,71.2,115.1,1616.57,264.1,42.04,159.18,18.4,19.5,1059.78,37.5,23.5,626.67,23.1,158.56,6864.07,269.8,312.5,1158.27,0.0,0.0,0.0,7.5,7.8,1040.0,79.2,142.6,1800.51,369.9,258.6,699.11
Aurangabad,1997,Maharashtra,3.5,4.5,1285.71,57.6,47.1,817.71,158.6,33.5,211.22,73.4,109.7,1494.55,317.0,34.02,107.32,18.2,10.9,598.9,32.1,11.3,352.02,15.9,156.45,9839.62,229.5,180.5,786.49,0.0,0.0,0.0,6.5,4.6,707.69,64.4,71.8,1114.91,353.8,179.3,506.78
Aurangabad,1998,Maharashtra,2.3,1.0,434.78,81.4,114.9,1411.55,141.9,73.9,520.79,81.7,174.6,2137.09,315.2,54.69,173.51,16.2,10.8,666.67,39.4,18.0,456.85,22.5,192.61,8560.44,211.8,181.0,854.58,0.0,0.0,0.0,7.9,8.9,1126.58,64.3,85.8,1334.37,300.9,208.2,691.92
Aurangabad,1999,Maharashtra,2.2,1.1,500.0,77.4,108.7,1404.39,131.9,72.9,552.69,85.3,148.6,1742.09,327.9,39.68,121.01,16.2,10.2,629.63,37.7,21.6,572.94,33.2,249.53,7515.96,223.4,185.0,828.11,0.0,0.0,0.0,7.7,11.3,1467.53,65.0,75.4,1160.0,332.4,270.1,812.58
Aurangabad,2000,Maharashtra,1.8,1.1,611.11,48.1,89.4,1858.63,110.7,43.0,388.44,120.1,115.4,960.87,270.6,25.29,93.46,16.0,8.5,531.25,17.4,8.3,477.01,34.4,252.26,7333.14,254.2,196.3,772.23,0.0,0.0,0.0,9.0,5.5,611.11,55.2,53.0,960.14,352.2,222.2,630.89
Aurangabad,2001,Maharashtra,1.1,0.7,636.36,57.9,76.5,1321.24,99.9,49.1,491.49,119.1,214.9,1804.37,298.5,46.74,156.58,8.2,4.4,536.59,16.8,6.7,398.81,23.0,131.87,5733.48,214.1,141.6,661.37,0.0,0.0,0.0,7.0,5.9,842.86,50.5,57.8,1144.55,378.9,272.3,718.66
Aurangabad,2002,Maharashtra,1.2,0.3,250.0,61.0,84.5,1385.25,95.4,55.21,578.72,141.8,331.4,2337.09,280.4,46.84,167.05,9.7,7.3,752.58,24.0,10.7,445.83,28.0,185.7,6632.14,236.3,215.0,909.86,0.0,0.0,0.0,8.9,14.3,1606.74,40.8,57.2,1401.96,302.4,226.3,748.35
Aurangabad,2003,Maharashtra,1.3,0.5,384.62,49.6,64.1,1292.34,102.8,54.38,528.99,153.7,357.0,2322.71,324.9,52.26,160.85,10.2,5.4,529.41,20.9,7.3,349.28,15.7,71.7,4566.88,203.2,185.8,914.37,0.0,0.0,0.0,16.3,21.0,1288.34,34.8,46.0,1321.84,324.5,140.8,433.9
Aurangabad,2004,Maharashtra,0.8,0.4,500.0,55.9,74.6,1334.53,110.9,70.87,639.04,152.7,282.3,1848.72,383.5,79.85,208.21,11.3,8.1,716.81,24.3,12.2,502.06,11.0,86.55,7868.18,202.2,173.0,855.59,0.0,0.0,0.0,21.6,20.4,944.44,25.3,27.5,1086.96,324.7,223.7,688.94
Aurangabad,2005,Maharashtra,0.1,0.1,1000.0,64.8,101.8,1570.99,120.6,99.4,824.21,158.2,392.9,2483.57,466.2,100.83,216.28,10.4,7.5,721.15,24.0,10.2,425.0,21.0,137.04,6525.71,207.6,227.3,1094.89,0.0,0.0,0.0,38.8,46.0,1185.57,25.2,32.9,1305.56,317.7,253.6,798.24
Aurangabad,2006,Maharashtra,0.1,0.1,1000.0,94.8,176.7,1863.92,129.4,107.39,829.91,172.1,433.91,2521.27,515.4,170.17,330.17,10.8,8.2,759.26,25.0,12.6,504.0,35.1,313.36,8927.64,195.7,216.0,1103.73,0.0,0.0,0.0,40.6,52.4,1290.64,21.7,32.3,1488.48,329.3,333.4,1012.45
Aurangabad,2007,Maharashtra,0.0,0.0,0.0,73.3,153.4,2092.77,107.9,101.82,943.65,177.9,524.72,2949.52,573.6,227.62,396.83,10.4,10.3,990.38,19.9,11.03,554.27,59.4,461.29,7765.82,163.3,191.83,1174.71,0.0,0.0,0.0,43.3,59.0,1362.59,16.1,21.86,1357.76,257.1,272.2,1058.73
Aurangabad,2008,Maharashtra,0.0,0.0,0.0,62.4,107.9,1729.17,87.7,55.42,631.93,175.3,412.42,2352.65,537.6,139.71,259.88,4.7,3.8,808.51,10.3,5.4,524.27,37.9,276.81,7303.69,140.9,125.4,889.99,0.0,0.0,0.0,43.6,28.1,644.5,7.3,9.0,1232.88,337.5,314.3,931.26
Aurangabad,2009,Maharashtra,0.0,0.0,0.0,67.7,128.11,1892.32,88.5,74.96,847.01,187.9,465.19,2475.73,572.1,172.34,301.24,5.3,4.73,892.45,10.0,5.69,569.0,31.8,284.82,8956.6,161.5,158.23,979.75,0.0,0.0,0.0,44.4,51.31,1155.63,13.0,17.71,1362.31,316.9,337.35,1064.53
Aurangabad,2010,Maharashtra,0.01,0.02,2000.0,106.2,209.98,1977.21,88.5,116.45,1315.82,206.8,705.78,3412.86,636.2,281.5,442.47,7.4,6.33,855.41,8.3,4.34,522.89,42.6,315.22,7399.53,131.1,170.8,1302.82,0.0,0.0,0.0,57.0,96.33,1690.0,11.3,20.03,1772.57,211.5,161.69,764.49
Aurangabad,2011,Maharashtra,0.0,0.0,0.0,60.6,103.24,1703.63,82.6,110.39,1336.44,208.6,637.84,3057.72,686.2,208.0,303.12,6.2,4.98,803.23,2.6,1.39,534.62,38.8,301.16,7761.86,94.9,115.0,1211.8,0.0,0.0,0.0,68.1,101.11,1484.73,7.72,13.85,1794.04,168.1,125.35,745.69
Aurangabad,2012,Maharashtra,0.0,0.0,0.0,30.8,24.4,792.21,82.91,54.39,656.01,215.24,409.82,1904.01,668.3,96.67,144.65,6.01,3.31,550.75,1.3,0.52,400.0,27.6,143.35,5193.84,94.6,58.69,620.4,0.0,0.0,0.0,70.2,49.41,703.85,7.5,8.03,1070.67,189.9,91.24,480.46
Aurangabad,2013,Maharashtra,0.0,0.0,0.0,45.2,67.9,1502.21,134.4,204.4,1520.83,258.7,997.3,3855.04,721.4,309.15,428.54,5.5,5.97,1085.45,1.1,0.54,490.91,28.1,214.29,7625.98,47.7,58.1,1218.03,0.0,0.0,0.0,86.1,136.1,1580.72,5.2,8.4,1615.38,197.6,154.2,780.36
Aurangabad,2014,Maharashtra,0.0,0.0,0.0,37.3,35.4,949.06,134.0,50.3,375.37,261.9,221.0,843.83,716.8,72.61,101.3,4.9,1.2,244.9,0.2,0.0,0.0,35.0,193.97,5542.0,68.6,31.9,465.01,0.0,0.0,0.0,128.0,48.8,381.25,4.8,2.0,416.67,130.2,51.4,394.78
Aurangabad,2015,Maharashtra,0.0,0.0,0.0,43.8,41.6,949.77,149.7,69.7,465.6,284.8,297.2,1043.54,744.1,75.67,101.69,5.81,2.25,387.26,0.23,0.01,43.48,41.4,200.48,4842.51,74.6,28.2,378.02,0.0,0.0,0.0,141.1,66.9,474.13,4.4,1.6,363.64,232.8,72.8,312.71
Aurangabad,2016,Maharashtra,6.5,3.1,476.92,103.6,198.4,1915.06,0.0,0.0,0.0,138.3,435.4,3148.23,772.9,304.4,393.84,7.9,6.9,873.42,0.16,0.03,177.22,31.07,148.47,4777.95,73.9,76.4,1033.83,0.0,0.0,0.0,142.1,202.6,1425.76,5.8,7.2,1241.38,249.1,243.9,979.12
Aurangabad,2017,Maharashtra,0.0,0.0,0.0,103.1,153.6,1489.82,0.0,0.0,0.0,112.65,228.3,2026.58,800.89,106.16,132.56,9.0,6.4,711.11,0.15,0.12,794.52,45.12,259.03,5741.29,73.7,49.5,671.64,0.0,0.0,0.0,141.6,92.0,649.72,3.5,4.85,1384.57,248.6,174.3,701.13
Parbhani,1966,Maharashtra,17.0,3.0,176.47,62.0,20.0,322.58,192.8,14.8,76.76,1.0,0.6,600.0,233.0,16.0,68.67,37.0,11.0,297.3,0.0,0.0,0.0,1.5,10.2,6800.0,4.0,1.0,250.0,0.8,0.0,0.0,0.0,0.0,0.0,157.8,58.9,373.26,213.4,103.6,485.47
Parbhani,1967,Maharashtra,12.0,6.0,500.0,45.0,18.0,400.0,178.2,15.7,88.1,1.0,0.7,700.0,261.0,23.0,88.12,12.0,11.0,916.67,0.0,0.0,0.0,2.4,11.6,4833.33,4.0,1.0,250.0,0.9,0.0,0.0,0.0,0.0,0.0,177.5,106.6,600.56,211.8,136.8,645.89
Parbhani,1968,Maharashtra,11.7,8.0,683.76,46.2,21.0,454.55,72.1,12.5,173.37,0.8,0.0,0.0,264.1,20.0,75.73,9.4,8.0,851.06,0.0,0.0,0.0,3.0,23.4,7800.0,6.6,2.0,303.03,0.8,0.0,0.0,0.0,0.0,0.0,157.8,94.8,600.76,191.0,79.2,414.66
Parbhani,1969,Maharashtra,13.1,6.9,526.72,47.9,20.2,421.71,81.9,12.1,147.74,0.8,0.3,375.0,279.8,18.4,65.76,11.1,7.5,675.68,0.0,0.0,0.0,3.2,21.2,6625.0,9.4,3.3,351.06,0.0,0.0,0.0,0.0,0.0,0.0,158.3,41.7,263.42,181.0,119.6,660.77
Parbhani,1970,Maharashtra,13.0,6.6,507.69,49.2,13.8,280.49,77.7,10.8,139.0,0.6,0.2,333.33,265.6,5.3,19.95,13.0,6.5,500.0,0.0,0.0,0.0,2.6,15.7,6038.46,23.7,3.6,151.9,0.0,0.0,0.0,0.0,0.0,0.0,163.5,43.1,263.61,190.8,55.4,290.36
Parbhani,1971,Maharashtra,9.2,2.6,282.61,69.5,28.2,405.76,124.6,13.4,107.54,0.4,0.1,250.0,183.0,13.1,71.58,7.9,4.7,594.94,0.0,0.0,0.0,2.4,14.2,5916.67,12.3,1.8,146.34,0.0,0.0,0.0,0.0,0.0,0.0,78.1,24.4,312.42,240.0,44.4,185.0
Parbhani,1972,Maharashtra,11.4,2.8,245.61,58.3,8.7,149.23,105.2,14.7,139.73,0.4,0.1,250.0,214.9,12.9,60.03,15.1,3.6,238.41,0.0,0.0,0.0,2.3,10.4,4521.74,12.0,2.6,216.67,0.0,0.0,0.0,0.0,0.0,0.0,170.6,49.1,287.81,160.4,37.8,235.66
Parbhani,1973,Maharashtra,12.6,7.9,626.98,62.0,27.3,440.32,105.3,31.2,296.3,0.4,0.2,500.0,201.3,19.2,95.38,14.6,9.0,616.44,0.0,0.0,0.0,2.7,15.8,5851.85,25.1,7.5,298.8,0.0,0.0,0.0,0.0,0.0,0.0,197.7,55.1,278.71,202.7,99.6,491.37
Parbhani,1974,Maharashtra,15.1,7.6,503.31,56.0,33.6,600.0,141.8,31.8,224.26,0.6,0.4,666.67,222.3,28.3,127.31,17.3,9.0,520.23,0.0,0.0,0.0,2.7,20.4,7555.56,20.7,4.4,212.56,0.0,0.0,0.0,0.0,0.0,0.0,156.5,104.2,665.81,245.7,97.5,396.83
Parbhani,1975,Maharashtra,20.4,35.3,1730.39,72.4,66.2,914.36,139.6,37.2,266.48,0.7,0.6,857.14,196.0,6.7,34.18,22.1,13.2,597.29,0.0,0.0,0.0,2.5,16.7,6680.0,14.8,3.7,250.0,0.0,0.0,0.0,0.0,0.0,0.0,178.1,89.2,500.84,216.5,86.7,400.46
Parbhani,1976,Maharashtra,23.7,24.6,1037.97,74.4,48.9,657.26,138.5,47.6,343.68,0.9,2.1,2333.33,192.1,9.3,48.41,20.6,8.4,407.77,0.0,0.0,0.0,4.9,20.9,4265.31,9.2,2.8,304.35,0.0,0.0,0.0,0.0,0.0,0.0,195.5,187.7,960.1,219.0,151.8,693.15
Parbhani,1977,Maharashtra,28.6,40.6,1419.58,71.1,47.8,672.29,124.9,40.3,322.66,1.3,1.8,1384.62,203.2,19.3,94.98,18.9,11.6,613.76,0.0,0.0,0.0,6.0,33.2,5533.33,13.8,6.0,434.78,0.0,0.0,0.0,0.0,0.0,0.0,192.9,180.4,935.2,221.7,98.6,444.75
Parbhani,1978,Maharashtra,23.4,33.8,1444.44,69.0,56.6,820.29,127.1,34.4,270.65,1.0,1.4,1400.0,231.6,23.6,101.9,17.3,8.8,508.67,0.0,0.0,0.0,5.1,25.8,5058.82,8.0,4.2,525.0,0.0,0.0,0.0,0.0,0.0,0.0,178.1,128.5,721.5,214.6,139.1,648.18
Parbhani,1979,Maharashtra,24.4,26.0,1065.57,63.7,53.0,832.03,121.2,44.7,368.81,1.0,3.5,3500.0,249.5,28.8,115.43,15.6,15.2,974.36,0.0,0.0,0.0,3.6,19.8,5500.0,8.9,4.2,471.91,0.0,0.0,0.0,0.0,0.0,0.0,180.3,225.1,1248.47,213.5,147.3,689.93
Parbhani,1980,Maharashtra,25.8,29.1,1127.91,64.4,54.0,838.51,128.6,29.0,225.51,1.0,3.3,3300.0,257.1,21.5,83.63,15.4,13.5,876.62,4.9,2.4,489.8,4.2,23.6,5619.05,9.7,5.0,515.46,0.0,0.0,0.0,0.0,0.0,0.0,184.1,134.4,730.04,208.8,105.1,503.35
Parbhani,1981,Maharashtra,23.9,32.7,1368.2,59.8,49.0,819.4,104.4,61.7,591.0,1.0,1.9,1900.0,261.2,24.9,95.33,14.6,10.9,746.58,7.2,4.3,597.22,4.4,37.1,8431.82,8.9,3.1,348.31,0.0,0.0,0.0,0.0,0.0,0.0,173.6,208.0,1198.16,176.5,133.7,757.51
Parbhani,1982,Maharashtra,22.7,15.3,674.01,58.2,46.9,805.84,96.8,57.6,595.04,1.0,1.6,1600.0,255.3,27.3,106.93,15.4,10.0,649.35,6.5,3.8,584.62,5.4,48.3,8944.44,9.4,3.8,404.26,0.0,0.0,0.0,0.0,0.0,0.0,171.1,207.4,1212.16,177.4,64.3,362.46
Parbhani,1983,Maharashtra,23.2,22.2,956.9,69.4,60.0,864.55,92.4,63.1,682.9,1.0,1.4,1400.0,258.9,13.8,53.3,17.5,15.1,862.86,14.6,4.5,308.22,4.0,23.8,5950.0,10.3,5.3,514.56,0.0,0.0,0.0,0.0,0.0,0.0,179.2,128.8,718.75,175.8,68.9,391.92
Parbhani,1984,Maharashtra,23.3,12.5,536.48,60.5,53.3,880.99,104.2,65.7,630.52,1.4,1.5,1071.43,230.4,25.0,108.51,17.5,15.7,897.14,22.3,9.5,426.01,5.1,27.5,5392.16,9.9,3.0,303.03,0.0,0.0,0.0,0.0,0.0,0.0,180.0,165.1,917.22,176.7,112.8,638.37
Parbhani,1985,Maharashtra,23.9,16.2,677.82,51.6,34.6,670.54,139.4,74.0,530.85,0.9,1.1,1222.22,238.6,36.1,151.3,9.6,7.8,812.5,21.3,6.8,319.25,5.3,29.6,5584.91,9.9,2.8,282.83,0.0,0.0,0.0,0.0,0.0,0.0,186.5,139.3,746.92,181.3,81.6,450.08
Parbhani,1986,Maharashtra,23.0,14.0,608.7,40.0,24.0,600.0,126.4,64.0,506.33,1.0,1.0,1000.0,248.0,15.0,60.48,9.0,4.0,444.44,19.6,6.5,331.63,4.4,22.4,5090.91,10.0,3.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,192.2,103.9,540.58,172.8,91.5,529.51
Parbhani,1987,Maharashtra,23.0,15.0,652.17,45.0,34.0,755.56,164.7,101.5,616.27,1.0,1.0,1000.0,254.0,26.0,102.36,25.0,31.0,1240.0,29.4,11.3,384.35,4.3,31.4,7302.33,10.0,6.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,195.6,188.7,964.72,180.5,122.3,677.56
Parbhani,1988,Maharashtra,24.3,22.8,938.27,52.4,52.7,1005.73,199.7,153.7,769.65,1.0,1.0,1000.0,273.1,19.0,69.57,55.4,71.0,1281.59,34.6,15.4,445.09,6.9,27.6,4000.0,11.6,3.4,293.1,0.0,0.0,0.0,0.0,0.0,0.0,203.5,91.1,447.67,179.5,83.0,462.4
Parbhani,1989,Maharashtra,25.2,23.8,944.44,50.4,58.8,1166.67,196.2,158.4,807.34,2.4,1.7,708.33,251.0,32.9,131.08,55.7,79.6,1429.08,0.0,0.0,0.0,8.1,65.9,8135.8,12.3,6.2,504.07,0.0,0.0,0.0,0.0,0.0,0.0,211.8,215.4,1017.0,187.2,132.6,708.33
Parbhani,1990,Maharashtra,26.1,25.9,992.34,53.0,45.0,849.06,214.7,137.8,641.83,1.1,0.9,818.18,266.0,22.22,83.53,56.3,81.8,1452.93,35.9,17.8,495.82,11.7,95.2,8136.75,8.9,5.0,561.8,0.0,0.0,0.0,0.2,0.2,1000.0,219.4,242.4,1104.83,181.3,119.8,660.78
Parbhani,1991,Maharashtra,25.3,10.0,395.26,37.9,38.2,1007.92,115.1,47.2,410.08,1.6,1.6,1000.0,280.1,15.52,55.41,15.7,15.9,1012.74,29.3,11.8,402.73,11.6,79.95,6892.24,9.5,2.6,273.68,0.0,0.0,0.0,0.2,0.1,500.0,217.3,161.0,740.91,126.0,81.0,642.86
Parbhani,1992,Maharashtra,22.5,17.8,791.11,39.6,42.8,1080.81,160.8,89.5,556.59,2.6,4.5,1730.77,268.7,27.06,100.71,21.6,27.1,1254.63,38.9,20.5,526.99,10.7,82.25,7686.92,10.3,7.9,766.99,0.0,0.0,0.0,0.0,0.0,0.0,224.2,422.5,1884.48,162.5,108.9,670.15
Parbhani,1993,Maharashtra,23.3,19.0,815.45,46.5,63.5,1365.59,193.0,146.0,756.48,3.4,4.1,1205.88,268.0,51.9,193.66,29.8,42.2,1416.11,59.2,34.1,576.01,9.7,67.44,6952.58,10.5,7.8,742.86,0.0,0.0,0.0,0.3,0.4,1333.33,194.4,272.8,1403.29,184.8,157.8,853.9
Parbhani,1994,Maharashtra,25.1,21.6,860.56,46.5,68.9,1481.72,187.6,127.3,678.57,2.6,3.5,1346.15,286.8,51.92,181.03,28.1,42.8,1523.13,48.1,25.9,538.46,12.6,89.75,7123.02,8.6,6.0,697.67,0.0,0.0,0.0,5.1,6.9,1352.94,185.9,258.3,1389.46,182.6,146.5,802.3
Parbhani,1995,Maharashtra,25.5,15.6,611.76,42.9,62.3,1452.21,156.2,91.0,582.59,1.1,1.1,1000.0,321.4,42.55,132.39,8.9,8.8,988.76,39.7,22.8,574.31,16.3,116.47,7145.4,9.1,5.6,615.38,0.0,0.0,0.0,9.1,10.5,1153.85,179.1,257.8,1439.42,172.1,132.1,767.58
Parbhani,1996,Maharashtra,23.8,15.9,668.07,48.3,87.8,1817.81,160.2,113.5,708.49,0.8,0.8,1000.0,326.2,51.82,158.86,15.3,20.0,1307.19,42.3,28.3,669.03,16.0,103.33,6458.13,9.4,6.4,680.85,0.0,0.0,0.0,5.2,6.6,1269.23,201.9,327.1,1620.11,168.2,132.7,788.94
Parbhani,1997,Maharashtra,15.2,7.0,460.53,39.0,31.7,812.82,147.1,33.7,229.1,1.5,2.2,1466.67,283.2,27.47,97.0,15.0,12.1,806.67,25.8,9.8,379.84,13.4,115.9,8649.25,9.4,4.3,457.45,0.0,0.0,0.0,12.4,13.4,1080.65,184.4,258.0,1399.13,171.1,57.4,335.48
Parbhani,1998,Maharashtra,22.9,10.3,449.78,74.4,102.9,1383.06,111.2,64.2,577.34,2.0,3.4,1700.0,330.0,47.91,145.18,12.5,15.7,1256.0,27.5,14.3,520.0,17.3,131.45,7598.27,8.2,4.8,585.37,0.0,0.0,0.0,9.0,8.5,944.44,181.6,202.5,1115.09,148.3,72.4,488.2
Parbhani,1999,Maharashtra,24.1,13.2,547.72,86.6,110.6,1277.14,128.0,105.49,824.14,2.3,2.8,1217.39,335.8,40.14,119.54,13.3,15.8,1187.97,27.8,17.3,622.3,30.9,253.37,8199.68,7.8,5.4,692.31,0.0,0.0,0.0,24.3,43.1,1773.66,183.3,255.5,1393.89,157.2,116.4,740.46
Parbhani,2000,Maharashtra,24.3,12.2,502.06,66.7,96.0,1439.28,136.2,88.0,646.11,2.6,2.7,1038.46,306.7,24.32,79.3,8.3,7.3,879.52,29.3,18.2,621.16,28.7,190.88,6650.87,9.6,6.2,645.83,0.0,0.0,0.0,31.8,36.7,1154.09,188.6,238.6,1265.11,175.3,121.9,695.38
Parbhani,2001,Maharashtra,24.1,15.0,622.41,73.1,113.3,1549.93,144.6,119.47,826.21,2.5,4.4,1760.0,296.9,47.11,158.67,8.7,10.1,1160.92,24.2,14.6,603.31,28.5,234.58,8230.88,10.0,4.5,450.0,0.0,0.0,0.0,41.3,55.0,1331.72,181.9,231.8,1274.33,188.9,150.1,794.6
Parbhani,2002,Maharashtra,25.3,14.0,553.36,81.5,120.9,1483.44,177.6,165.65,932.71,2.9,3.1,1068.97,276.7,47.89,173.08,11.5,14.5,1260.87,27.2,17.1,628.68,32.1,213.2,6641.74,10.4,8.8,846.15,0.0,0.0,0.0,58.9,95.3,1618.0,172.9,256.6,1484.09,195.6,147.8,755.62
Parbhani,2003,Maharashtra,19.1,8.4,439.79,78.0,105.4,1351.28,275.6,313.99,1139.3,3.1,2.1,677.42,257.2,57.58,223.87,7.2,7.7,1069.44,26.8,17.1,638.06,27.2,166.21,6110.66,10.8,7.8,722.22,0.0,0.0,0.0,159.6,249.4,1562.66,172.7,235.7,1364.79,202.2,124.8,617.21
Parbhani,2004,Maharashtra,17.7,4.9,276.84,62.4,66.8,1070.51,290.0,173.21,597.28,2.9,3.04,1048.28,269.3,40.53,150.5,3.6,2.4,666.67,26.4,11.8,446.97,15.8,92.12,5830.38,11.3,6.3,557.52,0.0,0.0,0.0,177.8,133.8,752.53,161.3,123.0,762.55,197.3,86.3,437.4
